"Asutuse registrikood";"Asutuse nimi";"Avaldusel märgitud asutuse maakond";"Tegevusala";"Tegevusala (EMTAK 2)";"Tegevusala (EMTAK 2 kood)";"Hüvitise saajate arv";"Sh hüvitise saajad, kes saanud hüvitist ühe kuu eest";"Sh hüvitise saajad, kes saanud hüvitist kahe kuu eest";"Sh hüvitise saajad, kes saanud hüvitist kolme kuu eest";"Hüvitiste brutosumma EUR";"Hüvitiste kogukulu EUR"
11563605;"osaühing Rajali";"Pärnu maakond";"MUUD TEENINDAVAD TEGEVUSED";"Muu teenindus";96;"-";"-";"-";"-";1736;2322,76
11572573;"OÜ Muinasmööbel";"Tartu maakond";"TÖÖTLEV TÖÖSTUS";"Mööblitootmine";31;"-";"-";"-";"-";1736;2322,76
11574247;"Pauris OÜ";"Harju maakond";"MUUD TEENINDAVAD TEGEVUSED";"Muu teenindus";96;"-";"-";"-";"-";1736;2322,76
11578794;"Saaremaa Tuleohutus OÜ";"Saare maakond";"MUUD TEENINDAVAD TEGEVUSED";"Muu teenindus";96;"-";"-";"-";"-";1736;2322,76
11606606;"Tonovan OÜ";"Harju maakond";"KUTSE-, TEADUS- JA TEHNIKAALANE TEGEVUS";"Muu kutse-, teadus- ja tehnikaalane tegevus";74;"-";"-";"-";"-";1736;2322,76
11616129;"OÜ Juurimaa Tall";"Rapla maakond";"PÕLLUMAJANDUS, METSAMAJANDUS JA KALAPÜÜK";"Taime- ja loomakasvatus, jahindus ja neid teenindavad tegevusalad";1;"-";"-";"-";"-";1736;2322,76
11622164;"A LINEA OÜ";"Harju maakond";"KUTSE-, TEADUS- JA TEHNIKAALANE TEGEVUS";"Juriidilised toimingud ja arvepidamine";69;"-";"-";"-";"-";1736;2322,76
11629988;"OÜ Dan-Tom Trading";"Harju maakond";"TÖÖTLEV TÖÖSTUS";"Metalltoodete tootmine, v.a masinad ja seadmed";25;"-";"-";"-";"-";1736;2322,76
11632938;"OÜ Villaku Talu";"Võru maakond";"EHITUS";"Eriehitustööd";43;"-";"-";"-";"-";1736;2322,76
11659819;"Optima Stiil OÜ";"Pärnu maakond";"HULGI- JA JAEKAUBANDUS; MOOTORSÕIDUKITE JA MOOTORRATASTE REMONT";"Jaekaubandus, v.a mootorsõidukid ja mootorrattad";47;"-";"-";"-";"-";1736;2322,76
11661756;"Kegel OÜ";"Harju maakond";"MAJUTUS JA TOITLUSTUS";"Toidu ja joogi serveerimine";56;"-";"-";"-";"-";1736;2322,76
11676657;"V-Butiik OÜ";"Pärnu maakond";"HULGI- JA JAEKAUBANDUS; MOOTORSÕIDUKITE JA MOOTORRATASTE REMONT";"Jaekaubandus, v.a mootorsõidukid ja mootorrattad";47;"-";"-";"-";"-";1736;2322,76
11680848;"Tech On OÜ";"Harju maakond";"EHITUS";"Eriehitustööd";43;"-";"-";"-";"-";1736;2322,76
11685745;"Tuus & Tuus Õigusabi OÜ";"Saare maakond";"KUTSE-, TEADUS- JA TEHNIKAALANE TEGEVUS";"Juriidilised toimingud ja arvepidamine";69;"-";"-";"-";"-";1736;2322,76
11689370;"OÜ Nameteks";"Ida-Viru maakond";"MAJUTUS JA TOITLUSTUS";"Toidu ja joogi serveerimine";56;"-";"-";"-";"-";1736;2322,76
11716405;"Salong Viis Tähte OÜ";"Harju maakond";"MUUD TEENINDAVAD TEGEVUSED";"Muu teenindus";96;"-";"-";"-";"-";1736;2322,76
11720128;"AV BALTIKA OÜ";"Ida-Viru maakond";"VEONDUS JA LAONDUS";"Maismaaveondus ja torutransport";49;"-";"-";"-";"-";1736;2322,76
11752513;"HS Industry OÜ";"Harju maakond";"HULGI- JA JAEKAUBANDUS; MOOTORSÕIDUKITE JA MOOTORRATASTE REMONT";"Jaekaubandus, v.a mootorsõidukid ja mootorrattad";47;"-";"-";"-";"-";1736;2322,76
11781348;"Osaühing Ebisu";"Ida-Viru maakond";"HULGI- JA JAEKAUBANDUS; MOOTORSÕIDUKITE JA MOOTORRATASTE REMONT";"Jaekaubandus, v.a mootorsõidukid ja mootorrattad";47;"-";"-";"-";"-";1736;2322,76
11827033;"Indrek Keermaa";"Valga maakond";"HULGI- JA JAEKAUBANDUS; MOOTORSÕIDUKITE JA MOOTORRATASTE REMONT";"Jaekaubandus, v.a mootorsõidukid ja mootorrattad";47;"-";"-";"-";"-";1736;2322,76
11874044;"Osaühing Sakses Pluss";"Ida-Viru maakond";"HULGI- JA JAEKAUBANDUS; MOOTORSÕIDUKITE JA MOOTORRATASTE REMONT";"Jaekaubandus, v.a mootorsõidukid ja mootorrattad";47;"-";"-";"-";"-";1736;2322,76
11875919;"Borealis OÜ";"Harju maakond";"KUTSE-, TEADUS- JA TEHNIKAALANE TEGEVUS";"Muu kutse-, teadus- ja tehnikaalane tegevus";74;"-";"-";"-";"-";1736;2322,76
11897236;"OÜ Intarsia";"Rapla maakond";"TÖÖTLEV TÖÖSTUS";"Puidutöötlemine ning puit- ja korktoodete tootmine, v.a mööbel; õlest ja punumismaterjalist toodete tootmine";16;"-";"-";"-";"-";1736;2322,76
11899966;"OÜ KIQ GROUP";"Võru maakond";"EHITUS";"Hoonete ehitus";41;"-";"-";"-";"-";1736;2322,76
11901143;"Vudila Mängumaa OÜ";"Tartu maakond";"KUNST, MEELELAHUTUS JA VABA AEG";"Sporditegevus ning lõbustus- ja vaba aja tegevused";93;"-";"-";"-";"-";1736;2322,76
11909334;"OÜ JTKVEEL";"Harju maakond";"HULGI- JA JAEKAUBANDUS; MOOTORSÕIDUKITE JA MOOTORRATASTE REMONT";"Jaekaubandus, v.a mootorsõidukid ja mootorrattad";47;"-";"-";"-";"-";1736;2322,76
11910892;"OÜ Pirmas";"Tartu maakond";"TÖÖTLEV TÖÖSTUS";"Masinate ja seadmete remont ja paigaldus";33;"-";"-";"-";"-";1736;2322,76
11916664;"PORTEL OÜ";"Harju maakond";"TÖÖTLEV TÖÖSTUS";"Nahatöötlemine ja nahktoodete tootmine";15;"-";"-";"-";"-";1736;2322,76
11919114;"Agena UÜ";"Ida-Viru maakond";"EHITUS";"Eriehitustööd";43;"-";"-";"-";"-";1736;2322,76
11922292;"OÜ MAVIDA";"Harju maakond";"MUUD TEENINDAVAD TEGEVUSED";"Muu teenindus";96;"-";"-";"-";"-";1736;2322,76
11930667;"Soeng OÜ";"Harju maakond";"VEONDUS JA LAONDUS";"Maismaaveondus ja torutransport";49;"-";"-";"-";"-";1736;2322,76
11934255;"EKM Ehitus OÜ";"Tartu maakond";"KINNISVARAALANE TEGEVUS";"Kinnisvaraalane tegevus";68;"-";"-";"-";"-";1736;2322,76
11937750;"Reimerlo OÜ";"Pärnu maakond";"KUNST, MEELELAHUTUS JA VABA AEG";"Loome-, kunsti- ja meelelahutustegevus";90;"-";"-";"-";"-";1736;2322,76
11938873;"SpiderWeb OÜ";"Harju maakond";"HALDUS- JA ABITEGEVUSED";"Hoonete ja maastike hooldus";81;"-";"-";"-";"-";1736;2322,76
11945672;"Fionamagic OÜ";"Ida-Viru maakond";"HULGI- JA JAEKAUBANDUS; MOOTORSÕIDUKITE JA MOOTORRATASTE REMONT";"Jaekaubandus, v.a mootorsõidukid ja mootorrattad";47;"-";"-";"-";"-";1736;2322,76
11949931;"Remhool OÜ";"Tartu maakond";"HULGI- JA JAEKAUBANDUS; MOOTORSÕIDUKITE JA MOOTORRATASTE REMONT";"Mootorsõidukite ja mootorrataste hulgi- ja jaemüük ning remont";45;"-";"-";"-";"-";1736;2322,76
11949996;"ADASTI OÜ";"Tartu maakond";"KUNST, MEELELAHUTUS JA VABA AEG";"Sporditegevus ning lõbustus- ja vaba aja tegevused";93;"-";"-";"-";"-";1736;2322,76
11964327;"OÜ Kingake";"Harju maakond";"MUUD TEENINDAVAD TEGEVUSED";"Arvutite ning tarbeesemete ja kodutarvete parandus";95;"-";"-";"-";"-";1736;2322,76
11974685;"Lokitangid OÜ";"Harju maakond";"MUUD TEENINDAVAD TEGEVUSED";"Muu teenindus";96;"-";"-";"-";"-";1736;2322,76
11978482;"OÜ InterSky";"Harju maakond";"EHITUS";"Eriehitustööd";43;"-";"-";"-";"-";1736;2322,76
11980390;"Palmre OÜ";"Võru maakond";"MUUD TEENINDAVAD TEGEVUSED";"Muu teenindus";96;"-";"-";"-";"-";1736;2322,76
11996600;"Santahooldus Usaldusühing";"Ida-Viru maakond";"MUUD TEENINDAVAD TEGEVUSED";"Muu teenindus";96;"-";"-";"-";"-";1736;2322,76
11997404;"BodySoul OÜ";"Harju maakond";"MUUD TEENINDAVAD TEGEVUSED";"Muu teenindus";96;"-";"-";"-";"-";1736;2322,76
12000784;"Helika Äri Osaühing";"Lääne-Viru maakond";"MAJUTUS JA TOITLUSTUS";"Toidu ja joogi serveerimine";56;"-";"-";"-";"-";1736;2322,76
12000815;"Colivia OÜ";"Võru maakond";"TÖÖTLEV TÖÖSTUS";"Metalltoodete tootmine, v.a masinad ja seadmed";25;"-";"-";"-";"-";1736;2322,76
12005480;"Allingiri OÜ";"Tartu maakond";"HULGI- JA JAEKAUBANDUS; MOOTORSÕIDUKITE JA MOOTORRATASTE REMONT";"Jaekaubandus, v.a mootorsõidukid ja mootorrattad";47;"-";"-";"-";"-";1736;2322,76
12020692;"Conder Invest OÜ";"Harju maakond";"EHITUS";"Hoonete ehitus";41;"-";"-";"-";"-";1736;2322,76
12029368;"OÜ Virtuaalstuudio";"Harju maakond";"INFO JA SIDE";"Kinofilmide, videote ja telesaadete tootmine; helisalvestiste ja muusika kirjastamine";59;"-";"-";"-";"-";1736;2322,76
12031267;"OÜ ALJONA COMPANY";"Tartu maakond";"VEONDUS JA LAONDUS";"Maismaaveondus ja torutransport";49;"-";"-";"-";"-";1736;2322,76
12053823;"TrendTime OÜ";"Harju maakond";"HULGI- JA JAEKAUBANDUS; MOOTORSÕIDUKITE JA MOOTORRATASTE REMONT";"Hulgikaubandus, v.a mootorsõidukid ja mootorrattad";46;"-";"-";"-";"-";1736;2322,76
12067725;"Trepiekspert OÜ";"Harju maakond";"TÖÖTLEV TÖÖSTUS";"Metalltoodete tootmine, v.a masinad ja seadmed";25;"-";"-";"-";"-";1736;2322,76
12079573;"Kuldne OÜ";"Ida-Viru maakond";"KINNISVARAALANE TEGEVUS";"Kinnisvaraalane tegevus";68;"-";"-";"-";"-";1736;2322,76
12089850;"Lõunalaud OÜ";"Tartu maakond";"MAJUTUS JA TOITLUSTUS";"Toidu ja joogi serveerimine";56;"-";"-";"-";"-";1736;2322,76
12091154;"UÜ Stop-ArT";"Ida-Viru maakond";"HULGI- JA JAEKAUBANDUS; MOOTORSÕIDUKITE JA MOOTORRATASTE REMONT";"Jaekaubandus, v.a mootorsõidukid ja mootorrattad";47;"-";"-";"-";"-";1736;2322,76
12094957;"PREVIA Ilusalong osaühing";"Harju maakond";"MUUD TEENINDAVAD TEGEVUSED";"Muu teenindus";96;"-";"-";"-";"-";1736;2322,76
12097967;"Alvetra OÜ";"Tartu maakond";"EHITUS";"Rajatiste ehitus";42;"-";"-";"-";"-";1736;2322,76
12102007;"Osaühing George Gadilia";"Ida-Viru maakond";"VEONDUS JA LAONDUS";"Maismaaveondus ja torutransport";49;"-";"-";"-";"-";1736;2322,76
12111957;"Stellanova OÜ";"Harju maakond";"HALDUS- JA ABITEGEVUSED";"Reisibüroode ja reisikorraldajate tegevus, reserveerimine ning sellega seotud tegevus";79;"-";"-";"-";"-";1736;2322,76
12114074;"Eluvara OÜ";"Tartu maakond";"KINNISVARAALANE TEGEVUS";"Kinnisvaraalane tegevus";68;"-";"-";"-";"-";1736;2322,76
12119060;"OÜ Smalltraveller";"Harju maakond";"HULGI- JA JAEKAUBANDUS; MOOTORSÕIDUKITE JA MOOTORRATASTE REMONT";"Jaekaubandus, v.a mootorsõidukid ja mootorrattad";47;"-";"-";"-";"-";1736;2322,76
12126969;"OÜ KRISTIFT";"Tartu maakond";"MAJUTUS JA TOITLUSTUS";"Toidu ja joogi serveerimine";56;"-";"-";"-";"-";1736;2322,76
12139430;"OÜ Sillamäe Grill";"Ida-Viru maakond";"MAJUTUS JA TOITLUSTUS";"Toidu ja joogi serveerimine";56;"-";"-";"-";"-";1736;2322,76
12145991;"OÜ Ruusmaa Konsultatsioonid";"Tartu maakond";"KINNISVARAALANE TEGEVUS";"Kinnisvaraalane tegevus";68;"-";"-";"-";"-";1736;2322,76
12149954;"Osaühing Neolink";"Ida-Viru maakond";"MUUD TEENINDAVAD TEGEVUSED";"Muu teenindus";96;"-";"-";"-";"-";1736;2322,76
12160565;"Ligandens OÜ";"Ida-Viru maakond";"VEONDUS JA LAONDUS";"Maismaaveondus ja torutransport";49;"-";"-";"-";"-";1736;2322,76
12161346;"Seso OÜ";"Harju maakond";"TÖÖTLEV TÖÖSTUS";"Rõivatootmine";14;"-";"-";"-";"-";1736;2322,76
12163552;"OÜ E-dynasty";"Harju maakond";"MUUD TEENINDAVAD TEGEVUSED";"Muu teenindus";96;"-";"-";"-";"-";1736;2322,76
12166792;"Art Doors OÜ";"Tartu maakond";"TÖÖTLEV TÖÖSTUS";"Puidutöötlemine ning puit- ja korktoodete tootmine, v.a mööbel; õlest ja punumismaterjalist toodete tootmine";16;"-";"-";"-";"-";1736;2322,76
12183951;"RolangSystem OÜ";"Harju maakond";"EHITUS";"Eriehitustööd";43;"-";"-";"-";"-";1736;2322,76
12194096;"ZANA OÜ";"Ida-Viru maakond";"MAJUTUS JA TOITLUSTUS";"Toidu ja joogi serveerimine";56;"-";"-";"-";"-";1736;2322,76
12197858;"OSAÜHING RELOND GRUPP";"Ida-Viru maakond";"EHITUS";"Eriehitustööd";43;"-";"-";"-";"-";1736;2322,76
12209917;"Invest in OÜ";"Harju maakond";"FINANTS- JA KINDLUSTUSTEGEVUS";"Finantsteenuste osutamine, v.a kindlustus ja pensionifondid";64;"-";"-";"-";"-";1736;2322,76
12210955;"ABC Furniture Osaühing";"Harju maakond";"KINNISVARAALANE TEGEVUS";"Kinnisvaraalane tegevus";68;"-";"-";"-";"-";1736;2322,76
12232827;"ELLAS NORDIC OÜ";"Harju maakond";"EHITUS";"Eriehitustööd";43;"-";"-";"-";"-";1736;2322,76
12236050;"Bike & Ski Osaühing";"Viljandi maakond";"HULGI- JA JAEKAUBANDUS; MOOTORSÕIDUKITE JA MOOTORRATASTE REMONT";"Jaekaubandus, v.a mootorsõidukid ja mootorrattad";47;"-";"-";"-";"-";1736;2322,76
12244664;"OÜ BISCOTTI PAGARIKODA JA KONDIITRIÄRI";"Harju maakond";"MAJUTUS JA TOITLUSTUS";"Toidu ja joogi serveerimine";56;"-";"-";"-";"-";1736;2322,76
12245534;"Osaühing Pesukoda";"Saare maakond";"MUUD TEENINDAVAD TEGEVUSED";"Muu teenindus";96;"-";"-";"-";"-";1736;2322,76
12253456;"Anuke OÜ";"Harju maakond";"HULGI- JA JAEKAUBANDUS; MOOTORSÕIDUKITE JA MOOTORRATASTE REMONT";"Jaekaubandus, v.a mootorsõidukid ja mootorrattad";47;"-";"-";"-";"-";1736;2322,76
12258985;"JVG OÜ";"Harju maakond";"HULGI- JA JAEKAUBANDUS; MOOTORSÕIDUKITE JA MOOTORRATASTE REMONT";"Jaekaubandus, v.a mootorsõidukid ja mootorrattad";47;"-";"-";"-";"-";1736;2322,76
12270006;"OÜ SWEETS HOUSE";"Harju maakond";"HULGI- JA JAEKAUBANDUS; MOOTORSÕIDUKITE JA MOOTORRATASTE REMONT";"Jaekaubandus, v.a mootorsõidukid ja mootorrattad";47;"-";"-";"-";"-";1736;2322,76
12270696;"OÜ ALPIKANN";"Harju maakond";"KINNISVARAALANE TEGEVUS";"Kinnisvaraalane tegevus";68;"-";"-";"-";"-";1736;2322,76
12276842;"EXACOR OÜ";"Harju maakond";"EHITUS";"Hoonete ehitus";41;"-";"-";"-";"-";1736;2322,76
12295615;"PaneelProjekt OÜ";"Harju maakond";"KUTSE-, TEADUS- JA TEHNIKAALANE TEGEVUS";"Arhitekti- ja inseneritegevused; teimimine ja analüüs";71;"-";"-";"-";"-";1736;2322,76
12297838;"OÜ Haruharu";"Harju maakond";"KUTSE-, TEADUS- JA TEHNIKAALANE TEGEVUS";"Muu kutse-, teadus- ja tehnikaalane tegevus";74;"-";"-";"-";"-";1736;2322,76
12300397;"Fitnessbox OÜ";"Tartu maakond";"KUNST, MEELELAHUTUS JA VABA AEG";"Sporditegevus ning lõbustus- ja vaba aja tegevused";93;"-";"-";"-";"-";1736;2322,76
12319534;"Kameelia Stuudio OÜ";"Harju maakond";"MUUD TEENINDAVAD TEGEVUSED";"Muu teenindus";96;"-";"-";"-";"-";1736;2322,76
12321896;"HM Veod OÜ";"Tartu maakond";"HULGI- JA JAEKAUBANDUS; MOOTORSÕIDUKITE JA MOOTORRATASTE REMONT";"Hulgikaubandus, v.a mootorsõidukid ja mootorrattad";46;"-";"-";"-";"-";1736;2322,76
12326209;"ANZA OÜ";"Ida-Viru maakond";"KUTSE-, TEADUS- JA TEHNIKAALANE TEGEVUS";"Juriidilised toimingud ja arvepidamine";69;"-";"-";"-";"-";1736;2322,76
12327574;"Jinli Da OÜ";"Harju maakond";"MAJUTUS JA TOITLUSTUS";"Toidu ja joogi serveerimine";56;"-";"-";"-";"-";1736;2322,76
12328697;"VKT OÜ";"Tartu maakond";"HALDUS- JA ABITEGEVUSED";"Hoonete ja maastike hooldus";81;"-";"-";"-";"-";1736;2322,76
12338247;"LR.Weinberg OÜ";"Rapla maakond";"MUUD TEENINDAVAD TEGEVUSED";"Muu teenindus";96;"-";"-";"-";"-";1736;2322,76
12353063;"Auto AquaLUX OÜ";"Ida-Viru maakond";"HULGI- JA JAEKAUBANDUS; MOOTORSÕIDUKITE JA MOOTORRATASTE REMONT";"Mootorsõidukite ja mootorrataste hulgi- ja jaemüük ning remont";45;"-";"-";"-";"-";1736;2322,76
12355211;"The Cellar OÜ";"Harju maakond";"HULGI- JA JAEKAUBANDUS; MOOTORSÕIDUKITE JA MOOTORRATASTE REMONT";"Hulgikaubandus, v.a mootorsõidukid ja mootorrattad";46;"-";"-";"-";"-";1736;2322,76
12356742;"PINK BERRY OÜ";"Pärnu maakond";"MUUD TEENINDAVAD TEGEVUSED";"Muu teenindus";96;"-";"-";"-";"-";1736;2322,76
12383934;"Varvara & Mar OÜ";"Harju maakond";"KUNST, MEELELAHUTUS JA VABA AEG";"Loome-, kunsti- ja meelelahutustegevus";90;"-";"-";"-";"-";1736;2322,76
12386542;"MaiMar Butiik OÜ";"Rapla maakond";"HULGI- JA JAEKAUBANDUS; MOOTORSÕIDUKITE JA MOOTORRATASTE REMONT";"Jaekaubandus, v.a mootorsõidukid ja mootorrattad";47;"-";"-";"-";"-";1736;2322,76
12388819;"OÜ Flör de Liis";"Ida-Viru maakond";"HULGI- JA JAEKAUBANDUS; MOOTORSÕIDUKITE JA MOOTORRATASTE REMONT";"Hulgikaubandus, v.a mootorsõidukid ja mootorrattad";46;"-";"-";"-";"-";1736;2322,76
12396090;"MK Pesulad OÜ";"Tartu maakond";"HULGI- JA JAEKAUBANDUS; MOOTORSÕIDUKITE JA MOOTORRATASTE REMONT";"Mootorsõidukite ja mootorrataste hulgi- ja jaemüük ning remont";45;"-";"-";"-";"-";1736;2322,76
12397497;"UÜ Inari";"Ida-Viru maakond";"HULGI- JA JAEKAUBANDUS; MOOTORSÕIDUKITE JA MOOTORRATASTE REMONT";"Jaekaubandus, v.a mootorsõidukid ja mootorrattad";47;"-";"-";"-";"-";1736;2322,76
12399941;"Tinise OÜ";"Lääne maakond";"KINNISVARAALANE TEGEVUS";"Kinnisvaraalane tegevus";68;"-";"-";"-";"-";1736;2322,76
12407988;"Benefit Laen OÜ";"Harju maakond";"FINANTS- JA KINDLUSTUSTEGEVUS";"Finantsteenuste osutamine, v.a kindlustus ja pensionifondid";64;"-";"-";"-";"-";1736;2322,76
12410269;"Vitalight Projekt OÜ";"Harju maakond";"HULGI- JA JAEKAUBANDUS; MOOTORSÕIDUKITE JA MOOTORRATASTE REMONT";"Hulgikaubandus, v.a mootorsõidukid ja mootorrattad";46;"-";"-";"-";"-";1736;2322,76
12410743;"DonnaLy OÜ";"Harju maakond";"HULGI- JA JAEKAUBANDUS; MOOTORSÕIDUKITE JA MOOTORRATASTE REMONT";"Jaekaubandus, v.a mootorsõidukid ja mootorrattad";47;"-";"-";"-";"-";1736;2322,76
12413718;"Katuselahendused OÜ";"Pärnu maakond";"HULGI- JA JAEKAUBANDUS; MOOTORSÕIDUKITE JA MOOTORRATASTE REMONT";"Jaekaubandus, v.a mootorsõidukid ja mootorrattad";47;"-";"-";"-";"-";1736;2322,76
12418584;"Mallikas OÜ";"Lääne-Viru maakond";"TÖÖTLEV TÖÖSTUS";"Rõivatootmine";14;"-";"-";"-";"-";1736;2322,76
12436317;"Luna OÜ";"Võru maakond";"TÖÖTLEV TÖÖSTUS";"Puidutöötlemine ning puit- ja korktoodete tootmine, v.a mööbel; õlest ja punumismaterjalist toodete tootmine";16;"-";"-";"-";"-";1736;2322,76
12451894;"OÜ PÄRNU KOHVIKUD";"Pärnu maakond";"MAJUTUS JA TOITLUSTUS";"Toidu ja joogi serveerimine";56;"-";"-";"-";"-";1736;2322,76
12456521;"LAIDU HALDUS OÜ";"Harju maakond";"MUUD TEENINDAVAD TEGEVUSED";"Muu teenindus";96;"-";"-";"-";"-";1736;2322,76
12472885;"Premium Brands OÜ";"Harju maakond";"HULGI- JA JAEKAUBANDUS; MOOTORSÕIDUKITE JA MOOTORRATASTE REMONT";"Hulgikaubandus, v.a mootorsõidukid ja mootorrattad";46;"-";"-";"-";"-";1736;2322,76
12473896;"OÜ BIRINA";"Ida-Viru maakond";"KUTSE-, TEADUS- JA TEHNIKAALANE TEGEVUS";"Juriidilised toimingud ja arvepidamine";69;"-";"-";"-";"-";1736;2322,76
12474714;"Majaproff OÜ";"Põlva maakond";"EHITUS";"Eriehitustööd";43;"-";"-";"-";"-";1736;2322,76
12487823;"Ekskursbüroo OÜ";"Harju maakond";"HULGI- JA JAEKAUBANDUS; MOOTORSÕIDUKITE JA MOOTORRATASTE REMONT";"Jaekaubandus, v.a mootorsõidukid ja mootorrattad";47;"-";"-";"-";"-";1736;2322,76
12496785;"Maasikaoru Talu OÜ";"Võru maakond";"PÕLLUMAJANDUS, METSAMAJANDUS JA KALAPÜÜK";"Taime- ja loomakasvatus, jahindus ja neid teenindavad tegevusalad";1;"-";"-";"-";"-";1736;2322,76
12499005;"Multiservis OÜ";"Ida-Viru maakond";"HULGI- JA JAEKAUBANDUS; MOOTORSÕIDUKITE JA MOOTORRATASTE REMONT";"Mootorsõidukite ja mootorrataste hulgi- ja jaemüük ning remont";45;"-";"-";"-";"-";1736;2322,76
12509981;"OÜ Ravila Mõis";"Harju maakond";"MAJUTUS JA TOITLUSTUS";"Majutus";55;"-";"-";"-";"-";1736;2322,76
12512314;"OÜ Rohevik";"Valga maakond";"KUNST, MEELELAHUTUS JA VABA AEG";"Sporditegevus ning lõbustus- ja vaba aja tegevused";93;"-";"-";"-";"-";1736;2322,76
12519256;"OÜ Viru Kartul";"Lääne-Viru maakond";"TÖÖTLEV TÖÖSTUS";"Toiduainete tootmine";10;"-";"-";"-";"-";1736;2322,76
12524139;"OÜ Mari Meigistuudio";"Järva maakond";"MUUD TEENINDAVAD TEGEVUSED";"Muu teenindus";96;"-";"-";"-";"-";1736;2322,76
12528410;"Pupslaps OÜ";"Harju maakond";"KUTSE-, TEADUS- JA TEHNIKAALANE TEGEVUS";"Muu kutse-, teadus- ja tehnikaalane tegevus";74;"-";"-";"-";"-";1736;2322,76
12532989;"Osaühing TruckExpress";"Ida-Viru maakond";"VEONDUS JA LAONDUS";"Maismaaveondus ja torutransport";49;"-";"-";"-";"-";1736;2322,76
12564937;"PIRETE Osaühing";"Harju maakond";"INFO JA SIDE";"Kinofilmide, videote ja telesaadete tootmine; helisalvestiste ja muusika kirjastamine";59;"-";"-";"-";"-";1736;2322,76
12569739;"Osaühing RealGold";"Harju maakond";"HULGI- JA JAEKAUBANDUS; MOOTORSÕIDUKITE JA MOOTORRATASTE REMONT";"Jaekaubandus, v.a mootorsõidukid ja mootorrattad";47;"-";"-";"-";"-";1736;2322,76
12586212;"osaühing Anne Lilleäri";"Viljandi maakond";"HULGI- JA JAEKAUBANDUS; MOOTORSÕIDUKITE JA MOOTORRATASTE REMONT";"Jaekaubandus, v.a mootorsõidukid ja mootorrattad";47;"-";"-";"-";"-";1736;2322,76
12588412;"Ringi Lounge OÜ";"Pärnu maakond";"MAJUTUS JA TOITLUSTUS";"Toidu ja joogi serveerimine";56;"-";"-";"-";"-";1736;2322,76
12597279;"Kõrghaljastus OÜ";"Harju maakond";"HALDUS- JA ABITEGEVUSED";"Hoonete ja maastike hooldus";81;"-";"-";"-";"-";1736;2322,76
12608706;"Genova Mööbel OÜ";"Harju maakond";"HULGI- JA JAEKAUBANDUS; MOOTORSÕIDUKITE JA MOOTORRATASTE REMONT";"Jaekaubandus, v.a mootorsõidukid ja mootorrattad";47;"-";"-";"-";"-";1736;2322,76
12631740;"ON WAVE OÜ";"Ida-Viru maakond";"PÕLLUMAJANDUS, METSAMAJANDUS JA KALAPÜÜK";"Kalapüük ja vesiviljelus";3;"-";"-";"-";"-";1736;2322,76
12645765;"Kyoko Ryoko Travel and business services OÜ";"Harju maakond";"HALDUS- JA ABITEGEVUSED";"Reisibüroode ja reisikorraldajate tegevus, reserveerimine ning sellega seotud tegevus";79;"-";"-";"-";"-";1736;2322,76
12646457;"Komplaid OÜ";"Ida-Viru maakond";"KUNST, MEELELAHUTUS JA VABA AEG";"Sporditegevus ning lõbustus- ja vaba aja tegevused";93;"-";"-";"-";"-";1736;2322,76
12652972;"PuhastusEst OÜ";"Harju maakond";"HALDUS- JA ABITEGEVUSED";"Hoonete ja maastike hooldus";81;"-";"-";"-";"-";1736;2322,76
12657610;"Kaunid Juuksed OÜ";"Lääne-Viru maakond";"MUUD TEENINDAVAD TEGEVUSED";"Muu teenindus";96;"-";"-";"-";"-";1736;2322,76
12659514;"Osaühing GAND Enterprise";"Harju maakond";"VEONDUS JA LAONDUS";"Maismaaveondus ja torutransport";49;"-";"-";"-";"-";1736;2322,76
12659968;"PartyTrade OÜ";"Saare maakond";"EHITUS";"Eriehitustööd";43;"-";"-";"-";"-";1736;2322,76
12660641;"Unique Souvenirs OÜ";"Harju maakond";"HULGI- JA JAEKAUBANDUS; MOOTORSÕIDUKITE JA MOOTORRATASTE REMONT";"Jaekaubandus, v.a mootorsõidukid ja mootorrattad";47;"-";"-";"-";"-";1736;2322,76
12672644;"RK Abivahendid OÜ";"Harju maakond";"HULGI- JA JAEKAUBANDUS; MOOTORSÕIDUKITE JA MOOTORRATASTE REMONT";"Jaekaubandus, v.a mootorsõidukid ja mootorrattad";47;"-";"-";"-";"-";1736;2322,76
12676493;"Evemar Plus OÜ";"Pärnu maakond";"EHITUS";"Eriehitustööd";43;"-";"-";"-";"-";1736;2322,76
12681229;"Mööbelkoju OÜ";"Järva maakond";"HULGI- JA JAEKAUBANDUS; MOOTORSÕIDUKITE JA MOOTORRATASTE REMONT";"Jaekaubandus, v.a mootorsõidukid ja mootorrattad";47;"-";"-";"-";"-";1736;2322,76
12691363;"Wilxelm Autos Osaühing";"Ida-Viru maakond";"HULGI- JA JAEKAUBANDUS; MOOTORSÕIDUKITE JA MOOTORRATASTE REMONT";"Mootorsõidukite ja mootorrataste hulgi- ja jaemüük ning remont";45;"-";"-";"-";"-";1736;2322,76
12691400;"AT Restaureerimiskoda OÜ";"Harju maakond";"MUUD TEENINDAVAD TEGEVUSED";"Arvutite ning tarbeesemete ja kodutarvete parandus";95;"-";"-";"-";"-";1736;2322,76
